path,name,parent_path,node_type,file_type,category,purpose,defines,execution_role,used_by,depends_on,inputs,outputs,side_effects,env_config_requirements,related_files,doc_role,doc_content_summary,doc_purpose,doc_discusses,doc_references,doc_time_horizon,doc_style,doc_apparent_overlap,doc_status_signals,doc_decision_support_notes,confidence,excluded_reason
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour,armour,fight-caves-RL/game/src/main/kotlin/content/skill/melee,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/melee.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/CastleWarsBrace.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/Degradation.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/RingOfRecoil.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/CastleWarsBrace.kt,CastleWarsBrace.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour,file,Kotlin,simulation,Kotlin source file under the enclosing module.,CastleWarsBrace,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/Degradation.kt,Degradation.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Degradation; degrade; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/RingOfRecoil.kt,RingOfRecoil.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour,file,Kotlin,simulation,Kotlin source file under the enclosing module.,RingOfRecoil,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/VoidSet.kt,VoidSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour,file,Kotlin,simulation,Kotlin source file under the enclosing module.,VoidSet; addedVoid; addedElite; removed; Player; isHelm,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,barrows,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/AhrimsSet.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/BarrowsArmour.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/DharoksSet.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/AhrimsSet.kt,AhrimsSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,AhrimsSet; attack; added; removed; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/BarrowsArmour.kt,BarrowsArmour.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BarrowsArmour; damageModifiers; hasSet; notBroken,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/DharoksSet.kt,DharoksSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DharoksSet; added; removed; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/GuthansSet.kt,GuthansSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,GuthansSet; attack; added; removed; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/KarilsSet.kt,KarilsSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,KarilsSet; attack; added; removed; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/ToragsSet.kt,ToragsSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,ToragsSet; attack; added; removed; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows/VeracsSet.kt,VeracsSet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/armour/barrows,file,Kotlin,simulation,Kotlin source file under the enclosing module.,VeracsSet; added; removed; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon,weapon,fight-caves-RL/game/src/main/kotlin/content/skill/melee,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/melee.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/SpecialAttackMelee.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/Weapon.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/Whacking.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/SpecialAttackMelee.kt,SpecialAttackMelee.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon,file,Kotlin,simulation,Kotlin source file under the enclosing module.,multiTargets; drainByDamage,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/Weapon.kt,Weapon.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Weapon; hasGrapple; specialRatingModifiers; guaranteedChance; invalidateChance; chinchompaChance,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/Whacking.kt,Whacking.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Whacking,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,special,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/AbyssalWhip.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/AncientMace.kt; fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/BandosGodsword.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/AbyssalWhip.kt,AbyssalWhip.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,AbyssalWhip,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/AncientMace.kt,AncientMace.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,AncientMace,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/BandosGodsword.kt,BandosGodsword.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BandosGodsword,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/BarrelchestAnchor.kt,BarrelchestAnchor.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BarrelchestAnchor,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/BoneDagger.kt,BoneDagger.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BoneDagger,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/BrineSabre.kt,BrineSabre.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BrineSabre,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/Darklight.kt,Darklight.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Darklight,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/Dragon2hSword.kt,Dragon2hSword.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Dragon2hSword,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/DragonBattleaxe.kt,DragonBattleaxe.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DragonBattleaxe,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/DragonClaws.kt,DragonClaws.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DragonClaws,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/DragonDagger.kt,DragonDagger.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DragonDagger,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/DragonHalberd.kt,DragonHalberd.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DragonHalberd,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/DragonHatchet.kt,DragonHatchet.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DragonHatchet,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/DragonScimitar.kt,DragonScimitar.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DragonScimitar; activate; start,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/Excalibur.kt,Excalibur.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Excalibur; tick; seersVillageEliteTasks,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/GraniteMaul.kt,GraniteMaul.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,GraniteMaul,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/KorasiSword.kt,KorasiSword.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,KorasiSword; damage,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/SaradominGodsword.kt,SaradominGodsword.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,SaradominGodsword,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/SaradominSword.kt,SaradominSword.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,SaradominSword,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/SpearShove.kt,SpearShove.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,SpearShove,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/StaffOfLight.kt,StaffOfLight.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,StaffOfLight,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/StatiusWarhammer.kt,StatiusWarhammer.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,StatiusWarhammer,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/VestasSpear.kt,VestasSpear.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,VestasSpear,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special/ZamorakGodsword.kt,ZamorakGodsword.kt,fight-caves-RL/game/src/main/kotlin/content/skill/melee/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,ZamorakGodsword,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/mining,mining,fight-caves-RL/game/src/main/kotlin/content/skill,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/mining/CoalBag.kt; fight-caves-RL/game/src/main/kotlin/content/skill/mining/GemBag.kt; fight-caves-RL/game/src/main/kotlin/content/skill/mining/Mining.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/mining/CoalBag.kt,CoalBag.kt,fight-caves-RL/game/src/main/kotlin/content/skill/mining,file,Kotlin,simulation,Kotlin source file under the enclosing module.,CoalBag,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/mining/GemBag.kt,GemBag.kt,fight-caves-RL/game/src/main/kotlin/content/skill/mining,file,Kotlin,simulation,Kotlin source file under the enclosing module.,GemBag,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/mining/Mining.kt,Mining.kt,fight-caves-RL/game/src/main/kotlin/content/skill/mining,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Mining; hasRequirements; addOre; deplete,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/mining/Pickaxe.kt,Pickaxe.kt,fight-caves-RL/game/src/main/kotlin/content/skill/mining,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Pickaxe; best,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer,prayer,fight-caves-RL/game/src/main/kotlin/content/skill,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/Prayer.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/PrayerApi.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/PrayerConfigs.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/Prayer.kt,Prayer.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Prayer; hasAnyActive; setTurmoilTarget; effectiveLevelModifier; damageModifiers; usingProtectionPrayer,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/PrayerApi.kt,PrayerApi.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerApi; prayerStart; prayerStop; start; stop; close,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/PrayerConfigs.kt,PrayerConfigs.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerConfigs; Character; Player; Player; Character; Character,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/Prayers.kt,Prayers.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Prayers; stopPrayerDrain; Player; Player; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,active,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/prayer.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/Leech.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/PrayerBonus.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/PrayerDrain.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/Leech.kt,Leech.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Leech; prayers; sap; leech; restore; getLevel,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/PrayerBonus.kt,PrayerBonus.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerBonus; attack,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
